Task_ID,Developer_ID,Task_Complexity,Work_Hours,Task_Duration,Errors,Stress_Level,Heart_Rate,Sleep_Quality,Multitasking,Deadline_Pressure,Cognitive_Strain
9040,178,Medium,4,2.848437813,0,High,82,Average,No,High,110
9041,192,Medium,10,1.919850085,2,High,72,Average,No,Medium,160
9042,103,Medium,7,0.764784107,4,Low,65,Average,Yes,Low,125
9043,181,Medium,11,2.595345901,2,High,62,Average,Yes,High,165
9044,156,Medium,9,2.745955148,4,Medium,66,Average,No,High,155
9045,148,Low,11,3.357420746,4,Low,69,Average,Yes,Low,125
9046,143,High,11,1.510018985,1,Medium,90,Average,Yes,Medium,155
9047,179,Medium,8,3.934998282,1,Medium,63,Good,Yes,Medium,120
9048,174,Low,4,2.038130088,0,Low,65,Average,No,Medium,50
9049,113,Medium,8,1.535803141,3,High,77,Good,No,Medium,160
9050,102,High,9,1.719572669,0,Low,66,Average,Yes,Medium,115
9051,161,Low,5,2.318551185,4,High,93,Poor,Yes,High,135
9052,163,Medium,6,3.778455476,3,Low,82,Good,No,High,110
9053,144,Medium,5,3.073055793,2,Low,67,Good,No,Low,95
9054,181,Low,4,2.519883773,4,High,83,Average,Yes,Medium,130
9055,157,High,9,1.069836358,1,Low,87,Average,No,Medium,125
9056,119,Medium,11,1.022736588,0,High,62,Good,Yes,Medium,145
9057,157,Low,9,2.257689198,0,Low,72,Average,No,Medium,75
9058,188,High,11,3.050480466,2,High,98,Average,Yes,High,185
9059,156,Medium,6,3.128542605,0,Low,92,Average,Yes,Medium,80
9060,176,High,7,1.290700344,0,Low,75,Average,Yes,High,105
9061,167,Medium,4,0.850348295,3,High,70,Average,Yes,Low,140
9062,177,High,6,1.845613462,4,Low,88,Average,No,Medium,140
9063,196,High,10,3.713603901,3,High,84,Good,No,Low,190
9064,191,Low,10,2.408785384,3,High,76,Poor,No,Medium,150
9065,151,High,8,1.620349184,0,Low,96,Poor,No,High,110
9066,136,Medium,11,1.632731839,4,Medium,65,Poor,Yes,Medium,165
9067,107,Low,6,0.962304658,0,Low,73,Good,Yes,High,60
9068,143,Medium,8,2.156283076,0,Low,78,Poor,Yes,High,90
9069,197,Low,10,3.269769375,3,Low,96,Average,Yes,Medium,110
9070,104,High,10,3.88995542,1,Medium,71,Good,Yes,Medium,150
9071,168,Medium,8,2.2555825,1,High,78,Poor,No,Medium,140
9072,130,High,9,1.085252205,3,Low,80,Average,No,High,145
9073,144,Low,6,2.890326399,3,Low,88,Average,Yes,Low,90
9074,108,Medium,9,3.1487697,0,Medium,87,Poor,Yes,High,115
9075,131,Low,10,0.750949123,4,Low,76,Poor,No,Low,120
9076,132,Medium,9,3.475486954,0,Medium,61,Good,Yes,High,115
9077,166,High,11,3.402628365,0,Medium,65,Good,No,Medium,145
9078,129,High,5,2.153893689,2,High,84,Good,Yes,Low,155
9079,175,High,5,2.461478815,0,Medium,78,Average,Yes,High,115
9080,128,High,9,2.996928223,4,Low,65,Average,Yes,High,155
9081,102,Low,9,2.868618438,0,Medium,60,Good,No,High,95
9082,189,Medium,11,0.557875924,3,High,93,Average,Yes,Low,175
9083,156,Medium,8,0.928523563,4,High,80,Good,Yes,Medium,170
9084,129,Medium,9,1.069066945,3,Low,80,Average,No,Medium,125
9085,108,Low,4,3.144865612,2,Medium,86,Average,Yes,Low,90
9086,125,Medium,6,2.04029247,2,Medium,82,Average,Yes,Medium,120
9087,101,Medium,4,2.409259192,4,Low,95,Good,No,Low,110
9088,161,Medium,5,3.204406029,1,Low,95,Good,Yes,Medium,85
9089,102,High,4,1.693437942,1,Medium,91,Poor,No,High,120
9090,145,Medium,7,3.121115796,4,Low,98,Poor,No,High,125
9091,167,Low,7,2.048047461,4,Low,76,Average,No,High,105
9092,124,Low,5,1.820130657,3,Low,73,Average,Yes,Low,85
9093,150,High,4,1.665630424,2,Low,81,Good,Yes,Low,110
9094,112,High,6,3.877306854,4,Low,76,Poor,Yes,High,140
9095,143,Medium,11,3.201906937,0,Medium,88,Good,Yes,High,125
9096,134,Medium,5,0.570685793,3,High,97,Average,Yes,High,145
9097,154,High,7,3.850954203,2,Medium,85,Good,Yes,Low,145
9098,186,Medium,5,3.214038704,3,Low,90,Good,Yes,Medium,105
9099,108,High,4,1.022111501,2,High,93,Good,No,High,150
9100,101,High,4,0.767183439,0,Low,86,Average,Yes,High,90
9101,160,Medium,4,1.578679328,2,Low,76,Good,Yes,Low,90
9102,140,Medium,8,2.684635353,3,Low,82,Good,Yes,High,120
9103,143,Low,4,2.657913412,2,Medium,93,Average,Yes,Medium,90
9104,163,Low,9,1.465475438,3,Medium,77,Average,No,Medium,125
9105,130,High,7,2.059862425,4,High,80,Good,No,High,185
9106,146,High,10,1.241615545,0,Medium,79,Poor,No,Low,140
9107,101,High,7,0.677025398,3,Medium,91,Good,Yes,Medium,155
9108,195,Medium,8,2.309396636,1,Low,71,Average,No,High,100
9109,181,Low,7,1.71446897,1,Medium,63,Average,Yes,Low,95
9110,176,Low,7,2.400088513,2,High,68,Average,No,Low,125
9111,168,Medium,5,3.812775629,4,Low,70,Average,Yes,High,115
9112,157,Medium,10,1.001796091,4,Low,89,Poor,No,High,140
9113,143,Medium,10,0.506867064,1,Low,85,Average,No,High,110
9114,173,Low,4,0.769073746,2,Medium,91,Good,Yes,Medium,90
9115,155,High,9,2.119479036,4,Medium,87,Good,Yes,Medium,175
9116,142,Medium,9,2.974262104,4,Medium,99,Average,Yes,High,155
9117,188,High,5,2.532672612,2,Medium,96,Average,Yes,High,135
9118,133,Medium,9,2.232131126,3,Medium,75,Average,No,Low,145
9119,129,Low,5,1.738870959,1,Medium,67,Poor,No,Medium,85
9120,170,High,10,1.5849096,4,High,62,Good,Yes,Medium,200
9121,169,High,10,1.817001613,3,High,62,Good,No,High,190
9122,154,Medium,11,2.640722339,3,Low,69,Poor,Yes,Medium,135
9123,166,Medium,10,1.087138846,3,Medium,71,Average,Yes,Low,150
9124,112,Low,9,3.199767291,3,Medium,74,Poor,No,Low,125
9125,102,Medium,7,2.51338634,0,Low,86,Average,No,Medium,85
9126,125,High,10,1.442047322,0,High,70,Poor,Yes,High,160
9127,156,Low,11,2.25403537,2,Low,65,Poor,No,High,105
9128,123,Low,6,3.869725407,1,Medium,71,Average,Yes,High,90
9129,152,High,4,0.571720352,2,Low,77,Good,Yes,High,110
9130,169,Low,6,1.198329243,0,Medium,84,Poor,No,Medium,80
9131,142,Medium,7,2.06933084,2,Low,93,Good,Yes,Medium,105
9132,159,Medium,8,2.734539026,2,Low,85,Poor,No,Low,110
9133,157,Medium,5,1.242798932,3,Low,83,Poor,Yes,Low,105
9134,148,Medium,11,3.759913819,4,Low,75,Average,No,Medium,145
9135,141,Low,9,2.749002043,0,High,95,Average,Yes,Medium,115
9136,175,Low,9,3.571011821,0,Low,95,Average,Yes,Low,75
9137,199,High,7,1.652612756,2,Medium,80,Average,Yes,High,145
9138,165,High,9,3.40133877,4,Medium,89,Good,Yes,Medium,175
9139,110,Medium,7,1.823767259,2,Low,79,Good,No,Medium,105
9140,197,Medium,11,1.384631204,1,Low,78,Poor,Yes,Low,115
9141,189,Low,6,3.690793687,0,Low,70,Poor,Yes,Medium,60
9142,117,Low,8,0.822764665,3,Medium,73,Poor,No,High,120
9143,184,High,5,3.800110786,3,High,95,Poor,Yes,Low,165
9144,199,Medium,9,2.104803221,3,High,75,Good,Yes,Low,165
9145,151,Medium,8,3.974189157,0,High,62,Poor,Yes,High,130
9146,145,Low,8,2.388581288,0,Medium,81,Good,Yes,High,90
9147,143,Low,8,3.151208602,3,High,64,Good,Yes,Medium,140
9148,121,Medium,4,0.524748557,0,Low,61,Good,Yes,High,70
9149,152,High,8,2.23833387,3,Medium,71,Poor,Yes,Low,160
9150,158,High,10,3.081087151,1,Low,61,Good,No,High,130
9151,193,High,7,3.23989457,1,Low,96,Good,No,High,115
9152,129,High,4,1.053170039,1,High,78,Good,No,Low,140
9153,107,High,10,1.966398326,2,Low,83,Average,Yes,High,140
9154,197,Medium,4,1.966751853,2,Medium,64,Average,No,Medium,110
9155,156,Low,8,0.86274283,4,Medium,85,Good,Yes,Medium,130
9156,172,High,9,2.050659277,4,Low,87,Average,Yes,Medium,155
9157,119,Low,9,3.324825355,4,Low,94,Average,No,Medium,115
9158,124,Low,9,1.550632582,1,Low,78,Good,Yes,Low,85
9159,118,Low,9,2.014010827,1,High,90,Poor,No,Low,125
9160,104,Medium,7,3.863355398,1,Medium,78,Average,Yes,High,115
9161,174,Medium,11,0.610978266,0,Medium,78,Average,Yes,Medium,125
9162,178,Low,9,2.570326188,0,Low,79,Average,No,Low,75
9163,171,Medium,5,3.102026321,1,Low,76,Average,No,Medium,85
9164,182,High,8,3.163088519,3,Low,71,Poor,Yes,Medium,140
9165,186,Medium,4,3.005783087,4,Medium,94,Poor,No,High,130
9166,126,High,5,3.042580052,2,Low,85,Poor,Yes,Medium,115
9167,139,Low,9,0.70654433,4,Medium,67,Good,No,High,135
9168,195,Low,5,2.369478167,3,Medium,99,Average,Yes,Medium,105
9169,125,Medium,4,3.240391751,0,Low,84,Poor,No,Low,70
9170,126,Medium,9,0.829227672,1,Medium,84,Average,Yes,Low,125
9171,161,Medium,5,0.542174728,0,Medium,81,Average,No,High,95
9172,182,High,7,3.350966411,0,Low,72,Poor,Yes,Low,105
9173,149,High,7,2.993030356,3,Medium,74,Good,Yes,Medium,155
9174,141,High,8,1.942722459,0,Medium,82,Good,Yes,High,130
9175,128,Medium,11,3.791387514,0,Low,87,Average,No,Medium,105
9176,138,Low,8,3.183093331,4,Low,72,Average,No,High,110
9177,159,Medium,10,3.887513296,4,Low,91,Average,No,Medium,140
9178,140,Low,5,3.752603408,3,High,70,Average,Yes,Low,125
9179,132,Low,4,2.18452761,1,Low,73,Good,Yes,Low,60
9180,182,Low,7,3.141481425,4,Low,94,Good,No,Medium,105
9181,182,Medium,6,2.842169861,0,Low,94,Average,Yes,Medium,80
9182,196,Low,11,3.340058235,2,Low,99,Poor,Yes,Medium,105
9183,115,Low,8,3.256909408,4,Low,82,Good,No,Medium,110
9184,122,Medium,10,1.036311895,2,Medium,99,Average,Yes,Low,140
9185,106,Medium,7,1.318074361,1,Low,72,Average,No,Low,95
9186,125,High,10,1.43006052,0,High,65,Poor,No,Medium,160
9187,195,Medium,9,3.364744957,4,High,88,Poor,Yes,Medium,175
9188,111,Low,5,3.337595964,1,Medium,74,Poor,No,High,85
9189,171,Low,10,2.233673714,3,High,64,Average,Yes,Medium,150
9190,104,Low,11,2.532912907,1,Medium,92,Average,Yes,High,115
9191,191,High,7,3.394227535,3,Medium,99,Average,No,Medium,155
9192,168,High,7,1.594077602,3,Low,61,Average,No,Low,135
9193,148,Low,5,0.675625719,4,Low,92,Good,No,Low,95
9194,125,Medium,8,2.189087534,2,Low,84,Good,No,High,110
9195,104,High,8,3.698010003,3,Low,86,Average,Yes,Low,140
9196,121,Medium,6,3.266638913,0,Medium,84,Average,Yes,Medium,100
9197,178,High,11,1.783160561,4,Low,64,Good,No,Low,165
9198,112,Low,6,0.726699762,3,Low,99,Good,No,Low,90
9199,127,Low,8,2.729218269,4,High,63,Average,Yes,High,150
9200,132,High,8,3.420717786,0,Medium,73,Good,Yes,Low,130
9201,122,Medium,11,2.827319983,4,Medium,76,Average,Yes,High,165
9202,196,Medium,10,1.987761327,4,Low,86,Average,No,Low,140
9203,117,Medium,11,0.931737646,3,High,95,Good,No,Medium,175
9204,129,Medium,8,3.687709854,1,Low,93,Good,Yes,Medium,100
9205,125,High,8,1.46585414,4,Medium,69,Good,Yes,High,170
9206,115,Low,7,1.285004628,3,Medium,81,Good,Yes,High,115
9207,176,Medium,6,3.35591833,0,Medium,81,Average,Yes,Medium,100
9208,138,High,5,3.934269786,0,High,87,Good,No,Low,135
9209,132,Medium,11,2.810560906,1,Low,79,Good,Yes,Medium,115
9210,125,Medium,4,2.686836712,0,High,61,Average,No,Medium,110
9211,147,High,5,1.618008042,3,Medium,82,Average,No,High,145
9212,164,High,11,0.571447077,1,Medium,93,Average,No,Low,155
9213,137,Medium,9,1.17129253,3,High,75,Poor,No,Medium,165
9214,101,Medium,11,2.545506528,1,Medium,87,Average,No,Low,135
9215,105,High,4,1.029607616,1,Medium,73,Poor,Yes,Medium,120
9216,145,High,7,3.593425324,3,Low,60,Average,Yes,Medium,135
9217,149,High,9,1.158506407,1,High,74,Poor,Yes,Low,165
9218,137,Medium,6,2.327365586,3,Medium,74,Average,Yes,Low,130
9219,187,Medium,4,2.29204636,0,High,84,Average,Yes,Medium,110
9220,117,Medium,8,2.613809705,0,High,64,Good,Yes,High,130
9221,126,High,9,1.646019244,4,Low,67,Average,No,Medium,155
9222,140,High,7,3.557369704,2,Medium,81,Average,Yes,Medium,145
9223,171,Low,11,2.055055376,2,High,98,Good,Yes,High,145
9224,191,Medium,11,2.950537526,0,Medium,97,Average,No,High,125
9225,173,Medium,4,2.725688013,4,Medium,98,Poor,Yes,High,130
9226,116,High,8,0.910046291,2,Low,73,Poor,No,Medium,130
9227,161,Medium,9,2.679237734,3,Low,78,Average,No,Low,125
9228,128,Medium,7,2.427459373,3,Medium,85,Average,Yes,High,135
9229,157,Low,11,3.645114221,1,Medium,97,Good,Yes,Medium,115
9230,169,Medium,9,3.583068228,2,Medium,92,Good,No,Low,135
9231,177,Low,4,1.028341756,3,Low,71,Poor,No,High,80
9232,121,High,8,0.78589801,2,Medium,88,Average,No,High,150
9233,105,High,6,1.531072767,1,High,71,Average,No,High,150
9234,125,Medium,10,3.953144998,0,Medium,88,Poor,Yes,Medium,120
9235,138,Medium,7,0.575508217,4,High,79,Poor,Yes,Medium,165
9236,111,High,4,2.855122839,1,Low,93,Good,No,High,100
9237,198,Low,11,2.629798068,1,High,89,Average,No,High,135
9238,113,Low,8,2.763023982,1,Medium,88,Good,Yes,Low,100
9239,121,High,6,1.264000614,4,High,98,Average,No,High,180
9240,150,High,9,1.29351071,3,Medium,99,Average,No,Low,165
9241,122,High,8,2.007247288,2,Low,61,Good,No,High,130
9242,147,Low,10,0.835502325,0,High,85,Average,Yes,High,120
9243,170,Low,6,0.761146232,0,Medium,60,Average,No,Medium,80
9244,149,Low,4,0.809258087,4,Low,87,Average,No,Medium,90
9245,188,Low,11,2.5054271,0,Low,67,Average,No,Low,85
9246,112,High,8,1.892096499,4,Low,90,Good,No,Low,150
9247,184,Low,10,1.527658732,4,Medium,98,Good,Yes,Medium,140
9248,109,High,8,1.605367829,2,Medium,78,Good,Yes,Low,150
9249,154,Low,5,1.22549157,2,Medium,72,Average,No,Medium,95
9250,108,Medium,7,1.940268674,4,Low,75,Poor,Yes,Low,125
9251,178,High,8,1.210703242,2,Medium,82,Average,No,Low,150
9252,151,Low,10,2.943161148,3,Low,70,Average,No,Medium,110
9253,101,Medium,6,0.933763794,1,Medium,83,Poor,Yes,Low,110
9254,124,Medium,7,3.818847296,0,High,69,Good,No,Medium,125
9255,112,Low,4,0.81436629,0,High,64,Poor,Yes,Medium,90
9256,197,Medium,10,3.8021125,0,Low,71,Average,Yes,Medium,100
9257,150,Medium,7,3.4165324,0,Medium,95,Good,No,High,105
9258,157,Medium,5,2.882492422,3,Medium,85,Average,Yes,Medium,125
9259,133,High,11,3.693055794,3,Low,87,Average,No,High,155
9260,134,Medium,4,0.987265777,1,High,75,Average,No,High,120
9261,102,Low,8,1.11710171,4,Medium,61,Poor,No,High,130
9262,158,Medium,10,1.382534072,2,Medium,85,Good,No,Low,140
9263,169,Low,9,1.356840344,1,Medium,63,Average,Yes,Low,105
9264,147,Medium,4,1.587968948,0,Low,88,Poor,Yes,Medium,70
9265,163,Medium,10,2.514708144,2,Low,75,Average,No,Medium,120
9266,118,Low,11,0.59860414,1,Low,81,Good,No,High,95
9267,166,High,11,1.837954083,0,Low,65,Average,No,High,125
9268,181,High,4,1.362347948,1,Low,87,Average,Yes,Low,100
9269,172,High,5,2.623204468,0,High,70,Good,Yes,Medium,135
9270,175,Medium,6,3.948092659,0,Medium,80,Poor,Yes,Medium,100
9271,104,Medium,4,2.311791143,3,High,85,Average,No,High,140
9272,166,High,10,1.989898337,0,High,98,Average,No,Medium,160
9273,110,Medium,11,1.788852408,1,Medium,81,Good,No,Medium,135
9274,193,High,6,3.247322266,2,Low,89,Average,No,High,120
9275,167,Low,7,0.751933261,3,Medium,89,Good,Yes,High,115
9276,168,Low,9,3.859196801,2,Low,92,Average,No,Medium,95
9277,100,High,5,1.962712601,4,Low,99,Average,No,Low,135
9278,190,High,11,1.59795254,2,Medium,89,Average,Yes,High,165
9279,191,High,8,3.909238407,4,Medium,96,Average,No,Medium,170
9280,162,High,11,3.775576021,4,Low,89,Poor,No,High,165
9281,128,Low,10,2.746769489,3,Low,85,Good,Yes,High,110
9282,181,Low,10,0.564775812,2,Low,65,Average,No,High,100
9283,111,High,10,3.119872417,0,Medium,63,Average,Yes,Low,140
9284,176,Low,4,1.6744509,3,High,74,Poor,Yes,Medium,120
9285,140,Medium,9,1.858980808,3,Medium,95,Good,Yes,Low,145
9286,101,Medium,9,1.055597451,0,High,62,Average,No,High,135
9287,136,Low,6,2.332103294,2,Medium,75,Average,Yes,High,100
9288,144,Low,4,3.105934087,3,Low,75,Average,Yes,Low,80
9289,179,Medium,10,1.455538913,4,Medium,99,Good,No,Low,160
9290,147,High,9,3.785565178,0,Low,86,Average,Yes,High,115
9291,123,High,11,1.181578996,1,Low,65,Good,No,Medium,135
9292,198,Medium,10,0.731918192,3,Medium,80,Good,No,Low,150
9293,121,Medium,10,2.755273557,4,High,72,Good,No,Medium,180
9294,199,Low,10,3.472615562,2,Medium,68,Average,No,High,120
9295,110,Low,5,3.835965008,2,High,67,Good,No,Medium,115
9296,157,Medium,8,3.185098537,0,Medium,87,Average,No,Low,110
9297,145,Low,7,1.19877504,4,Low,78,Average,Yes,High,105
9298,128,Low,11,3.921814147,0,Medium,88,Poor,Yes,Medium,105
9299,134,Medium,7,3.718025566,3,High,90,Average,No,Low,155
9300,114,Medium,6,1.07108598,0,Medium,92,Average,No,High,100
9301,159,Low,9,2.455750394,1,Medium,65,Average,Yes,Medium,105
9302,194,Medium,7,2.444310991,0,Medium,63,Poor,No,High,105
9303,141,Medium,6,2.048871723,0,Medium,75,Poor,Yes,Medium,100
9304,142,Low,8,3.944984656,3,Low,62,Average,No,Medium,100
9305,179,High,10,0.70867783,4,Low,84,Average,Yes,Low,160
9306,173,Low,11,2.69523118,1,Low,76,Average,Yes,High,95
9307,148,High,11,1.218562679,0,Medium,81,Poor,No,Low,145
9308,163,Low,4,2.345659217,3,High,77,Good,No,Low,120
9309,131,High,5,3.229092701,3,High,91,Average,No,Low,165
9310,163,Low,8,1.363543811,3,Low,77,Average,Yes,High,100
9311,101,High,8,1.876758413,4,Medium,85,Average,No,High,170
9312,123,Medium,7,3.82768826,0,Medium,84,Average,No,Medium,105
9313,186,High,7,3.165182582,2,Medium,87,Average,No,High,145
9314,165,Medium,5,2.504531146,1,Medium,99,Poor,Yes,Low,105
9315,137,Low,11,1.276990857,2,Low,82,Good,Yes,Medium,105
9316,130,High,4,1.988569031,4,High,67,Average,No,High,170
9317,125,Low,8,3.209214617,0,High,72,Average,No,High,110
9318,128,High,9,3.371900773,2,Low,69,Average,Yes,High,135
9319,166,Low,7,1.356121693,2,Medium,62,Good,Yes,Low,105
9320,177,Medium,11,2.817210736,2,Low,69,Poor,No,Low,125
9321,124,High,8,0.832510472,1,Low,74,Average,Yes,Medium,120
9322,147,Medium,4,0.581243076,0,High,83,Good,No,Low,110
9323,164,Low,11,2.420358732,3,Medium,69,Average,Yes,Medium,135
9324,152,High,6,1.28532949,0,Low,80,Poor,Yes,Medium,100
9325,166,High,4,0.776192109,2,Medium,97,Average,Yes,Medium,130
9326,189,High,8,3.054399095,0,High,98,Poor,Yes,Medium,150
9327,117,Medium,8,2.242911059,3,High,87,Good,No,Low,160
9328,108,Medium,5,3.286969538,1,Low,61,Good,Yes,Medium,85
9329,137,Medium,11,2.823804839,0,High,63,Poor,Yes,Low,145
9330,186,Low,11,3.05431729,0,High,62,Average,No,High,125
9331,120,High,11,1.575762035,1,Medium,91,Poor,No,High,155
9332,164,Medium,8,1.42146539,1,Medium,93,Good,Yes,Medium,120
9333,120,Medium,11,2.603062122,2,Low,75,Average,No,Medium,125
9334,126,Medium,11,1.200287491,2,Low,63,Good,Yes,Low,125
9335,169,High,7,3.353942405,1,Medium,77,Poor,Yes,High,135
9336,143,High,9,2.330220591,3,High,87,Average,Yes,High,185
9337,199,Medium,5,1.294464763,2,High,65,Good,Yes,High,135
9338,127,Medium,8,2.688088813,3,Medium,60,Poor,Yes,High,140
9339,144,High,11,3.807625073,1,Medium,75,Average,No,High,155
9340,116,Medium,4,0.787331543,0,Medium,96,Good,Yes,Medium,90
9341,139,Low,8,0.882708226,1,Medium,68,Average,No,Low,100
9342,102,Low,4,3.453437014,1,Low,76,Average,Yes,Low,60
9343,175,Low,4,0.883578211,4,Low,95,Good,No,Medium,90
9344,175,Medium,8,0.637813793,1,Low,93,Good,No,High,100
9345,165,High,4,1.717757034,2,Low,90,Average,No,Medium,110
9346,145,Medium,9,2.133470597,0,Low,93,Average,Yes,Medium,95
9347,185,Medium,6,2.493055528,3,Medium,96,Average,No,Low,130
9348,186,High,5,2.275550814,4,Low,93,Poor,Yes,High,135
9349,129,High,8,3.696145969,2,Low,96,Good,No,Low,130
9350,168,Medium,10,3.190338351,0,High,60,Poor,Yes,High,140
9351,108,Low,6,3.943335896,3,Medium,74,Poor,No,Low,110
9352,184,Low,11,2.167593981,0,Medium,90,Good,Yes,High,105
9353,110,Low,4,0.795153634,2,Low,73,Average,Yes,High,70
9354,168,Low,4,3.84435725,0,Medium,93,Average,No,High,70
9355,198,Low,5,0.514396066,1,Medium,60,Average,Yes,Medium,85
9356,190,Medium,6,3.216336048,0,Medium,94,Good,Yes,Medium,100
9357,165,Low,6,0.609487108,1,Medium,70,Average,Yes,Low,90
9358,187,Low,8,3.164249667,2,Medium,76,Good,Yes,High,110
9359,130,Low,11,3.782786289,4,High,64,Poor,No,Medium,165
9360,132,Medium,4,1.862411041,1,Low,76,Poor,Yes,High,80
9361,138,Medium,10,1.343376979,0,Low,77,Poor,No,Low,100
9362,193,Medium,7,1.291977034,0,Medium,84,Average,No,Medium,105
9363,145,Low,11,2.221011755,0,Medium,94,Poor,Yes,Medium,105
9364,136,Medium,10,1.098104625,2,Low,75,Average,Yes,Medium,120
9365,191,Low,8,2.855232707,3,High,82,Good,No,Low,140
9366,159,Low,8,1.789233251,0,Medium,99,Good,Yes,Low,90
9367,130,High,8,1.630883223,0,Medium,80,Good,Yes,Medium,130
9368,110,High,5,2.114499517,1,Medium,88,Good,No,High,125
9369,186,Medium,5,2.399056259,4,Medium,95,Average,No,High,135
9370,101,High,11,0.996755918,0,High,69,Average,No,Low,165
9371,126,Medium,8,2.977171773,2,Low,79,Good,Yes,Medium,110
9372,198,Low,9,3.59031485,3,Low,66,Average,Yes,Medium,105
9373,101,High,7,1.472954207,3,Low,89,Average,Yes,Medium,135
9374,120,Low,6,1.131368156,3,High,88,Good,Yes,Medium,130
9375,157,Medium,6,3.161768983,2,Medium,60,Average,Yes,High,120
9376,104,Low,4,1.142396033,3,High,80,Good,No,Low,120
9377,151,Medium,6,0.644393061,3,High,66,Poor,Yes,Medium,150
9378,144,Medium,10,2.667351271,1,Medium,63,Poor,Yes,Low,130
9379,184,Medium,6,1.339129957,3,Low,98,Average,Yes,Low,110
9380,192,Low,7,1.101336431,1,Low,74,Poor,No,High,75
9381,119,Medium,6,3.935609596,1,Low,93,Good,No,Medium,90
9382,160,Medium,10,1.521527442,1,High,61,Good,No,High,150
9383,137,High,7,3.662051516,2,Low,96,Average,No,High,125
9384,119,High,5,1.123765681,0,Medium,62,Good,Yes,Medium,115
9385,124,Medium,7,3.366419962,4,Low,63,Average,No,High,125
9386,101,Low,5,2.257066056,3,Low,95,Average,Yes,Low,85
9387,131,High,7,0.775081692,4,Low,86,Poor,Yes,Low,145
9388,125,Low,8,3.067618528,0,Medium,63,Average,No,High,90
9389,169,Low,10,3.622256801,1,Low,95,Poor,Yes,High,90
9390,140,Medium,9,1.070559466,1,Medium,78,Average,No,Medium,125
9391,166,High,11,3.039565848,1,Medium,93,Average,Yes,Medium,155
9392,196,Low,5,2.057683817,1,High,75,Average,Yes,Low,105
9393,100,Low,5,3.138546586,3,High,99,Average,No,Medium,125
9394,150,Medium,6,2.998747819,0,Medium,81,Average,No,Medium,100
9395,104,Low,5,0.593100807,0,Medium,91,Poor,No,Low,75
9396,112,Medium,7,1.125523626,0,Low,61,Average,Yes,High,85
9397,118,Medium,8,2.14859535,4,Medium,76,Average,No,Low,150
9398,111,Medium,8,3.767579602,1,Medium,82,Average,Yes,High,120
9399,147,Low,6,1.697257099,2,Low,71,Poor,No,High,80
9400,124,Low,7,2.701057146,0,Medium,72,Good,No,High,85
9401,156,High,7,0.542293109,4,Low,69,Good,No,Medium,145
9402,134,High,4,2.988944225,3,Low,63,Average,No,Low,120
9403,175,Low,11,2.61073892,1,Low,66,Average,Yes,Medium,95
9404,193,Low,5,3.003881613,4,High,61,Good,Yes,Low,135
9405,104,Low,6,3.666312146,2,Low,74,Good,Yes,High,80
9406,197,Medium,8,1.012746266,2,Low,95,Good,Yes,High,110
9407,121,High,10,1.415563586,3,High,68,Good,Yes,Low,190
9408,176,Medium,9,3.985233123,0,Low,83,Good,Yes,High,95
9409,156,Medium,4,1.046993855,0,High,65,Average,No,Medium,110
9410,146,High,11,3.022194523,4,High,66,Average,Yes,Low,205
9411,153,High,7,3.037765687,4,Medium,75,Good,Yes,High,165
9412,102,Low,5,2.890478112,0,Medium,76,Poor,Yes,High,75
9413,152,Low,8,1.296042063,0,High,89,Poor,Yes,Medium,110
9414,183,Low,10,1.252969221,4,Medium,67,Good,Yes,High,140
9415,130,High,4,2.832193738,1,Low,62,Average,No,Medium,100
9416,168,High,7,1.151875646,2,High,84,Good,No,Low,165
9417,187,Medium,8,2.815471661,2,Low,88,Poor,No,Medium,110
9418,132,Low,8,2.223848987,3,Low,80,Good,No,High,100
9419,171,Low,7,1.853201037,2,High,65,Average,Yes,Low,125
9420,187,Low,7,1.550813223,4,Low,82,Poor,Yes,Low,105
9421,149,Medium,6,3.816519267,1,Medium,70,Average,No,Medium,110
9422,183,Low,8,2.278327802,4,Medium,65,Good,Yes,Low,130
9423,115,Low,7,2.464381869,0,Medium,86,Poor,Yes,Medium,85
9424,175,High,9,3.822396296,0,Low,86,Average,Yes,Medium,115
9425,176,Low,11,2.788570613,2,Medium,72,Good,Yes,High,125
9426,138,Medium,10,3.852485247,1,Low,68,Poor,Yes,Medium,110
9427,188,Low,10,0.872283592,3,Low,67,Average,No,High,110
9428,145,High,9,3.463238711,4,Low,86,Average,Yes,Medium,155
9429,195,Medium,10,1.673951198,3,Low,91,Good,No,Low,130
9430,187,High,4,3.336706338,3,High,88,Good,No,Medium,160
9431,146,Medium,10,3.494728185,3,Medium,92,Average,Yes,High,150
9432,143,High,5,1.450207601,3,Medium,64,Average,No,Medium,145
9433,108,High,10,1.930907158,4,Medium,97,Good,No,High,180
9434,186,Medium,9,3.04105024,0,High,68,Poor,Yes,Medium,135
9435,149,High,6,0.846694708,4,Medium,72,Average,Yes,Low,160
9436,176,Medium,7,3.14436737,0,Medium,92,Average,No,Low,105
9437,159,Medium,5,0.886655241,0,Low,89,Good,Yes,Medium,75
9438,195,Low,6,3.700595063,4,Medium,84,Good,Yes,High,120
9439,114,Medium,8,1.467187527,4,Low,65,Average,No,Medium,130
9440,135,High,5,2.514597714,4,Medium,98,Average,No,Medium,155
9441,162,High,9,0.91003725,0,Low,69,Good,Yes,High,115
